id;english;french
1000;Cereal, ready to eat, Granola: Apples 'n cinnamon, Rogers;Céréale, prête-à-manger, Granola: Pommes et cannelle, Rogers;;
1001;Cereal, ready to eat, Granola: with raisins, Rogers;Céréale, prête-à-manger, Granola: avec raisins secs, Rogers;;
1002;Cereal, ready to eat, Granola: with nuts, Rogers;Céréale, prête-à-manger, Granola: avec noix, Rogers;;
1003;Cereal, ready to eat, Harvest Crunch: Honey Nut, Light and Crisp, Quaker;Céréale, prête-à-manger, Croque Nature: original, faible en gras, Quaker;;
1004;Cereal, ready to eat, Harvest Crunch: Raisins with almonds, low fat, Quaker;Céréale, prête-à-manger, Croque Nature: Raisins avec amandes, faible en gras, Quaker;;
1005;Cereal, ready to eat, Harvest Crunch: Raisins and almonds, Quaker;Céréale, prête-à-manger, Croque Nature: Raisins secs et amandes, Quaker;;
1006;Cereal, ready to eat, Heritage Flakes, Nature's Path;Céréale, prête-à-manger, Heritage Flakes, Nature's Path;;
1007;Cereal, ready to eat, Heritage O's, Nature's Path;Céréale, prête-à-manger, Heritage O's, Nature's Path;;
1008;Cereal, ready to eat, Honey Bunches of Oats with almonds, Post;Céréale, prête-à-manger, Bouchées d'Avoine au miel avec amandes, Post;;
1009;Cereal, ready to eat, Honey Nut Oat O's, President's Choice;Céréale, prête-à-manger, Avoine en O au miel et aux noix, Choix du Président;;
1010;Cereal, ready to eat, Kashi: Medley, Kashi;Céréale, prête-à-manger, Kashi: Medley, Kashi;;
1011;Cereal, ready to eat, Kashi: puffed, Kashi;Céréale, prête-à-manger, Kashi: soufflé, Kashi;;
1012;Cereal, ready to eat, Muesli: President's Choice;Céréale, prête-à-manger, Muesli, Choix du Président;;
1013;Cereal, ready to eat, Blueberry Muesli with Almonds, Nature's Path;Céréale, prête-à-manger, Muesli: bleuets et amandes, Nature's Path;;
1014;Cereal, ready to eat, Muesli: Gourmet English Style, President's Choice;Céréale, prête-à-manger, Muesli: Gourmet recette style Anglais, Choix du Président;;
1015;Cereal, ready to eat, Heritage Muesli, Nature's Path;Céréale, prête-à-manger, Muesli: Héritage, Nature's Path;;
1016;Cereal, ready to eat, Muslix: Almond raisin, Kellogg's;Céréale, prête-à-manger, Muslix: Amandes et raisins, Kellogg's;;
1017;Cereal, ready to eat, Muslix: Apple Crisp, Kellogg's;Céréale, prête-à-manger, Muslix: Croustade aux pommes, Kellogg's;;
1018;Cereal, ready to eat, Muslix: Banana nut, Kellogg's;Céréale, prête-à-manger, Muslix: Bananes et noix, Kellogg's;;
1019;Cereal, ready to eat, Muslix: Harvest Fruit, Kellogg's;Céréale, prête-à-manger, Muslix: Moisson Fruitée, Kellogg's;;
1020;Cereal, ready to eat, Oatmeal Crisp Almond, General Mills;Céréale, prête-à-manger, Avoine Croquante aux Amandes, General Mills;;
1021;Cereal, ready to eat, Oatmeal Crisp Maple Walnut, General Mills;Céréale, prête-à-manger, Avoine Croquante à l'érable et noix, General Mills;;
1022;Cereal, ready to eat, Oatmeal Crisp Raisin, General Mills;Céréale, prête-à-manger, Avoine Croquante avec raisins secs, General Mills;;
1023;Cereal, ready to eat, Raisin Bran, Kellogg's;Céréale, prête-à-manger, Raisin Bran, Kellogg's;;
1024;Cereal, ready to eat, Raisin Bran: Extra Raisin, President's Choice;Céréale, prête-à-manger, Raisin à la Folie: Son et Raisins secs, Choix du Président;;
1025;Cereal, ready to eat, Flax plus Raisin Bran, Nature's Path;Céréale, prête-à-manger, Flax Plus: Son de Raisin, Nature's Path;;
1026;Cereal, ready to eat, Reese Peanut Butter Puffs, General Mills;Céréale, prête-à-manger, Reese au Beurre d'arachides, General Mills;;
1027;Cereal, ready to eat, Rice Krispies Squares, Kellogg's;Céréale, prête-à-manger, Carrés aux Rice Krispies, Kellogg's;;
1028;Cereal, ready to eat, Shredded Spoonfuls, Barbara's Bakery;Céréale, prête-à-manger, Blé Filamenté: Bouchées, Barbara' Bakery;;
1029;Cereal, ready to eat, Shredded Wheat, Barbara's Bakery;Céréale, prête-à-manger, Blé Filamenté, Barbara's Bakery;;
1030;Cereal, ready to eat, Shreddies: Honey, Post;Céréale, prête-à-manger, Shreddies: Miel, Post;;
1031;Cereal, ready to eat, Smart Bran Psyllium, Nature's Path;Céréale, prête-à-manger, Smart Bran avec Psyllium, Nature's Path;;
1032;Cereal, ready to eat, Toasted O's, President's Choice;Céréale, prête-à-manger, O's Grillés, Choix du Président;;
1033;Cereal, ready to eat, Toasted Oat O's, President's Choice;Céréale, prête-à-manger, Avoine grillée en O, Choix du Président;;
1034;Cereal, ready to eat, Granola Clusters: low fat, raisin and almond, President's Choice;Céréale, prête-à-manger, Grappes /Granola: faible en gras, raisins secs et amandes, Choix du Président;;
1035;Cereal, ready to eat, Puffins, Barbara's Bakery;Céréale, prête-à-manger, Puffins, Barbara's Bakery;;
1036;Cereal, ready to eat, Millet Rice, Nature's Path;Céréale, prête-à-manger, Millet Rice (riz), Nature's Path;;
1037;Cereal, ready to eat, Granola Clusters: low fat, multigrain, President's Choice;Céréale, prête-à-manger, Grappes/Granola: faible en gras, multigrains, Choix du Président;;
1038;Cereal, hot, oats, large flakes: Old Mill, dry, Robin Hood;Céréale, chaude, avoine (gruau), gros flocons: Vieux Moulin, sèche, Robin Hood;;
1039;Cereal, hot, oats, large flakes: Old Mill, prepared, Robin Hood;Céréale, chaude, avoine (gruau), gros flocons: Vieux Moulin, préparée, Robin Hood;;
1040;Cereal, hot, cream of wheat, regular, dry, Nabisco;Céréale, chaude, crème de blé, nature, sèche, Nabisco;;
1041;Cereal, hot, cream of wheat, regular, prepared, Nabisco;Céréale, chaude, crème de blé, nature, préparée, Nabisco;;
1042;Cereal, hot, cream of wheat, quick, dry, Nabisco;Céréale, chaude, crème de blé, rapide, sèche, Nabisco;;
1043;Cereal, hot, cream of wheat, quick, prepared, Nabisco;Céréale, chaude, crème de blé, rapide, préparée, Nabisco;;
1044;Cereal, hot, 9 grain, dry, Rogers;Céréale, chaude, 9 grain, sèche, Rogers;;
1045;Cereal, hot, 9 grain, prepared, Rogers;Céréale, chaude, 9 grain, préparée, Rogers;;
1046;Cereal, hot, cream of wheat, instant: original, dry, Nabisco;Céréale, chaude, crème de blé, instantanée: original, sèche, Nabisco;;
1047;Cereal, hot, cream of wheat, instant: original, prepared, Nabisco;Céréale, chaude, crème de blé, instantanée: original, préparée, Nabisco;;
1048;Cereal, hot, creamy wheat: Old Mill, dry, Robin Hood;Céréale, chaude, blé crémeux: Vieux Moulin, sèche, Robin Hood;;
1049;Cereal, hot, creamy wheat: Old Mill, prepared, Robin Hood;Céréale, chaude, blé crémeux: Vieux Moulin, préparée, Robin Hood;;
1050;Cereal, hot, kashi: the breakfast pilaf, prepared, kashi;Céréale, chaude, kashi: pilaf à déjeuner, préparée, kashi;;
1051;Cereal, hot, oats, instant: regular, dry, Quaker;Céréale, chaude, avoine (gruau), instantanée: nature, sèche, Quaker;;
1052;Cereal, hot, oats, instant: regular, prepared, Quaker;Céréale, chaude, avoine (gruau), instantanée: Nature, préparée, Quaker;;
1053;Cereal, hot, oats, instant: apple and cinnamon, dry, Quaker;Céréale, chaude, avoine (gruau), instantanée: pommes et cannelle, sèche, Quaker;;
1054;Cereal, hot, oats, instant: apple & cinnamon, prepared, Quaker;Céréale, chaude, avoine (gruau), instantanée: pommes et cannelle, préparée, Quaker;;
1055;Cereal, hot, oats, instant: cinnamon and spice, dry, Quaker;Céréale, chaude, avoine (gruau), instantanée: cannelle et épices, sèche, Quaker;;
1056;Cereal, hot, oats, instant: cinnamon and spice, prepared, Quaker;Céréale, chaude, avoine (gruau), instantanée: cannelle et épices, préparée, Quaker;;
1057;Cereal, hot, oats, instant: maple and brown sugar, dry, Quaker;Céréale, chaude, avoine (gruau), instantanée: érable et cassonade, sèche, Quaker;;
1058;Cereal, hot, oats, instant: maple and brown sugar, prepared, Quaker;Céréale, chaude, avoine (gruau), instantanée: érable et cassonade, préparée, Quaker;;
1059;Cereal, hot, oats, instant: raisins and spice, dry, Quaker;Céréale, chaude, avoine (gruau), instantanée: raisins et épices, sèche, Quaker;;
1060;Cereal, hot, oats, instant: raisins and spice, prepared, Quaker;Céréale, chaude, avoine (gruau), instantanée: raisins secs et épices, préparée, Quaker;;
1061;Cereal, hot, oats, porridge, (with added oat bran, wheat bran, and flax seed), dry, Rogers;Céréale, chaude, avoine (gruau), son de blé, son d'avoine, et graines de lin ajoutés, sèche, Rogers;;
1062;Cereal, hot, oats, porridge (with added oat bran, wheat bran and flax seed), prepared, Rogers;Céréale, chaude, avoine (gruau), son de blé, son d'avoine et graines de lin ajoutés, préparée, Rogers;;
1063;Cereal, hot, oats, instant: peaches 'n cream, dry, Quaker;Céréale, chaude, avoine (gruau), instantanée: pêches et crème, sèche, Quaker;;
1064;Cereal, hot, oats, instant: peaches 'n cream, prepared, Quaker;Céréale, chaude, avoine (gruau), instantanée: pêches et crème, préparée, Quaker;;
1065;Cereal, hot, oats, one minute, dry, Quaker;Céréale, chaude, avoine (gruau), une minute, sèche, Quaker;;
1066;Cereal, hot, oats, one minute, prepared, Quaker;Céréale, chaude, avoine (gruau), une minute, préparée, Quaker;;
1067;Cereal, hot, oats, quick, dry, Quaker;Céréale, chaude, avoine (gruau), rapide, sèche, Quaker;;
1068;Cereal, hot, oats, quick, prepared, Quaker;Céréale, chaude, avoine (gruau), rapide, préparée, Quaker;;
1069;Cereal, hot, oats, quick: Old Mill, dry, Robin Hood;Céréale, chaude, avoine (gruau), rapide: Vieux Moulin, sèche, Robin Hood;;
1070;Cereal, hot, oats, quick: Old Mill, prepared, Robin Hood;Céréale, chaude, avoine (gruau), rapide: Vieux Moulin, préparée, Robin Hood;;
1071;Cereal, hot, oats, minute, dry, Robin Hood;Céréale, chaude, avoine (gruau), minute, sèche, Robin Hood;;
1072;Cereal, hot, oats, minute, prepared, Robin Hood;Céréale, chaude, avoine (gruau), minute, préparée, Robin Hood;;
1073;Cereal, hot, oats, minute: Old Mill, dry, Robin Hood;Céréale, chaude, avoine (gruau), minute: Vieux Moulin, sèche, Robin Hood;;
1074;Cereal, hot, oats, minute: Old Mill, prepared, Robin Hood;Céréale, chaude, avoine (gruau), minute: Vieux Moulin, préparée, Robin Hood;;
1075;Cereal, hot, oats plus fibre, dry, Robin Hood;Céréale, chaude, avoine (gruau), avec fibres, sèche, Robin Hood;;
1076;Cereal, hot, oats plus fibre, prepared, Robin Hood;Céréale, chaude, avoine (gruau), avec fibres, préparée, Robin Hood;;
1077;Cereal, hot, oats, pre-cooked, dry, Robin Hood;Céréale, chaude, avoine (gruau), précuite, sèche, Robin Hood;;
1078;Cereal, hot, oats, pre-cooked, prepared, Robin Hood;Céréale, chaude, avoine (gruau), précuite, préparée, Robin Hood;;
1079;Cereal, hot, oats, wild, dry, Robin Hood;Céréale, chaude, avoine (gruau), sauvage, sèche, Robin Hood;;
1080;Cereal, hot, oats, wild, prepared, Robin Hood;Céréale, chaude, avoine (gruau), sauvage, préparée, Robin Hood;;
1081;Cereal, hot, Purity cornmeal, dry, Robin Hood;Céréale, chaude, Purity semoule de Maïs, sèche, Robin Hood;;
1082;Cereal, hot, Purity cornmeal, prepared, Robin Hood;Céréale, chaude, Purity semoule de maïs, préparée, Robin Hood;;
1083;Cereal, hot, Purity cracked wheat, prepared, Robin Hood;Céréale, chaude, Purity blé concassé, préparée, Robin Hood;;
1084;Cereal, hot, Purity wheatlets, dry, Robin Hood;Céréale, chaude, Purity wheatlets, sèche, Robin Hood;;
1085;Cereal, hot, Purity wheatlets, prepared, Robin Hood;Céréale, chaude, Purity wheatlets, préparée, Robin Hood;;
1086;Cereal, hot, oats, large flakes, dry, Rogers;Céréale, chaude, avoine (gruau), gros flocons, sèche, Rogers;;
1087;Cereal, hot, oats, large flakes, prepared, Rogers;Céréale, chaude, avoine (gruau), gros flocons, préparée, Rogers;;
1088;Cereal, hot, oats, large flakes, dry, Quaker;Céréale, chaude, avoine (gruau), gros flocons, sèche, Quaker;;
1089;Cereal, hot, oats, large flakes, prepared, Quaker;Céréale, chaude, avoine (gruau), gros flocons, préparée, Quaker;;
1090;Cereal, hot, cream of wheat, instant: maple and brown sugar, dry, Nabisco;Céréale, chaude, crème de blé, instantanée: cassonade et érable, sèche, Nabisco;;
1091;Cereal, hot, cream of wheat, instant: maple and brown sugar, prepared, Nabisco;Céréale, chaude, crème de blé, instantanée: cassonade et érable, préparée, Nabisco;;
1092;Cereal, hot, oat bran, dry, Quaker;Céréale, chaude, son d'avoine, sèche, Quaker;;
1093;Cereal, hot, oat bran, prepared, Quaker;Céréale, chaude, son d'avoine, préparée, Quaker;;
1094;Cereal, hot, cream of wheat, instant: apple and cinnamon, dry, Nabisco;Céréale, chaude, crème de blé, instantanée: pomme et cannelle, sèche, Nabisco;;
1095;Cereal, hot, cream of wheat, instant: apple and cinnamon, prepared, Nabisco;Céréale, chaude, crème de blé, instantanée: pomme et cannelle, préparée, Nabisco;;
1096;Cereal, ready to eat, All Bran, Kellogg's;Céréale, prête-à-manger, All Bran, Kellogg's;;
1097;Cereal, ready to eat, All Bran Buds, Kellogg's;Céréale, prête-à-manger, All Bran Buds, Kellogg's;;
1098;Cereal, ready to eat, Cap"n Crunch, Quaker;Céréale, prête-à-manger, Capitaine Crounche, Quaker;;
1099;Cereal, ready to eat, Cheerios, General Mills;Céréale, prête-à-manger, Cheerios, General Mills;;
1100;Cereal, ready to eat, corn bran, Quaker;Céréale, prête-à-manger, son de maïs, Quaker;;
1101;Cereal, ready to eat, Mini-Wheats: original frosted, Kellogg's;Céréale, prête-à-manger, Mini-Wheats: givrage original, Kellogg's;;
1102;Cereal, ready to eat, Raisin Bran, Post;Céréale, prête-à-manger, Raisin Bran, Post;;
1103;Cereal, hot, oat bran, dry, Robin Hood;Céréale, chaude, son d'avoine, sèche, Robin Hood;;
1104;Cereal, hot, oat bran, prepared, Robin Hood;Céréale, chaude, son d'avoine, préparée, Robin Hood;;
1105;Acerola (West Indian cherry), raw;Azerole, crue;;
1106;Acerola juice, raw;Azerole, jus, cru;;
1107;Apple, raw, without skin, sliced, cooked, microwaved;Pomme, crue, sans pelure, tranchée, cuite au four à micro-ondes;;
1108;Apple, canned, sweetened, sliced, heated;Pomme, conserve, sucrée, tranchée, chauffée;;
1109;Apple, dehydrated (low moisture), sulphured, uncooked;Pomme, déshydratée (faible humidité), sulfurée, non cuite;;
1110;Apple, dehydrated (low moisture), sulphured, cooked;Pomme, déshydratée (faible humidité), sulfurée, cuite;;
1111;Apple, dried, sulphured, uncooked;Pomme, séchée, sulfurée, non cuite;;
1112;Apple, dried, sulphured, stewed, without added sugar;Pomme, séchée, sulfurée, mijotée, sans sucre ajouté;;
1113;Apple, dried, sulphured, stewed, added sugar;Pomme, séchée, sulfurée, mijotée, sucrée;;
1114;Apple, frozen, sliced, unsweetened, unheated;Pomme, congelée, tranchée, non sucrée, non chauffée;;
1115;Apple, frozen, sliced, unsweetened, heated;Pomme, congelée, tranchée, non sucrée, chauffée;;
1116;Apple juice, canned or bottled, without added vitamin C;Pomme, jus, conserve ou bouteille, sans vitamine C ajoutée;;
1117;Apple juice, frozen concentrate, undiluted, without vitamin C;Pomme, jus, concentré, congélé, non dilué, sans vitamine C;;
1118;Apple juice, frozen concentrate, diluted, without added vitamin C;Pomme, jus, concentré, congélé, dilué, sans vitamine c ajouté;;
1119;Apricot, raw;Abricot, cru;;
1120;Apricot, canned halves with skin, water pack, solids and liquid;Abricot, moitié avec pelure, conserve, dans l'eau, solides et liquide;;
1121;Apricot, canned whole no skin, water pack, solids and liquid;Abricot, entier pelé, conserve, dans l'eau, solides et liquide;;
1122;Apricot, canned halves with skin, juice pack, solids and liquid;Abricot, moitié avec pelure, conserve, dans du jus, solides et liquide;;
1123;Apricot, canned halves with skin, extra light syrup;Abricot, moitié avec pelure, conserve, dans du sirop extra léger, solides et liquide;;
1124;Apricot, canned halves with skin, light syrup pack, solids and liquid;Abricot, moitié avec pelure, conserve, dans du sirop léger, solides et liquide;;
1125;Apricot, canned halves and skin, heavy syrup pack, solids and liquid;Abricot, moitié avec pelure, conserve, dans du sirop épais, solides et liquide;;
1126;Apricot, canned whole no skin, heavy syrup pack, solids and liquid;Abricot, entier pelé, conserve, dans du sirop épais, solides et liquide;;
1127;Apricot, canned whole no skin, extra heavy syrup, solids and liquid;Abricot, entier pelé, conserve, dans du sirop extra épais, solides et liquide;;
1128;Apricot, dried, sulphured, uncooked;Abricot, séché, sulfuré, non cuit;;
1129;Apricot, dried, sulphured, cooked without added sugar;Abricot, séché, sulfuré, cuit sans sucre;;
1130;Apricot, dried, sulphured, cooked, added sugar;Abricot, séché, sulfuré, cuit, sucre ajouté;;
1131;Apricot, frozen, sweetened;Abricot, congélé, sucré;;
1132;Avocado, raw, all commercial varieties;Avocat, cru, toutes variétés commerciales;;
1133;Avocado, raw, california;Avocat, cru, californie;;
1134;Avocado, raw, florida;Avocat, cru, Floride;;
1135;Banana, dehydrated or banana powder;Banane, déshydratée ou en poudre;;
1136;Blackberry, raw;Mûre, crue;;
1137;Blackberry, canned, heavy syrup pack, solids and liquid;Mûre, conserve, sirop épais, solides et liquide;;
1138;Blackberry, frozen, unsweetened;Mûre, congélée, non sucrée;;
1139;Blueberry, canned, heavy syrup pack, solids and liquid;Bleuet, conserve, sirop épais, solides et liquide;;
1140;Blueberry, frozen, sweetened;Bleuet, congélé, sucré;;
1141;Boysenberry, canned, heavy syrup pack, solids and liquid;Mûre de boysen, conserve, sirop épais, solides et liquide;;
1142;Boysenberry, frozen, unsweetened;Mûre de boysen, congélée, non sucrée;;
1143;Breadfruit, raw;Fruit à pain, cru;;
1144;Carambola (star fruit), raw;Carambole (fruit étoile), cru;;
1145;Carissa (natalplum), raw;Carissa, cru;;
1146;Cherimoya, raw;Chérimole, crue;;
1147;Cherry, sour, red, raw;Cerise sure, rouge, crue;;
1148;Cherry, sour, red, canned, water pack, solids and liquid;Cerise sure, rouge, conserve, dans l'eau, solides et liquide;;
1149;Cherry, sour, red, canned, heavy syrup pack, solids and liquid;Cerise sure, rouge, conserve, dans du sirop épais, solides et liquide;;
1150;Cherry, sour, red, canned, extra heavy syrup pack, solids and liquid;Cerise sure, rouge, conserve, dans du sirop extra épais, solides et liquide;;
1151;Cherry sour, red, frozen, unsweetened;Cerise sure, rouge, congélée, non sucrée;;
1152;Cherry, sweet, raw;Cerise sucrée (guigne), crue;;
1153;Cherry, sweet, canned, water pack, solids and liquid;Cerise sucrée (guigne), conserve, dans l'eau, solides et liquide;;
1154;Cherry, sweet, canned, juice pack, solids and liquid;Cerise sucrée (guigne), conserve, conservé dans jus, solides et liquide;;
1155;Cherry, sweet, canned, heavy syrup pack;Cerise sucrée (guigne), conserve, dans du sirop épais;;
1156;Cherry, sweet, canned, extra heavy syrup pack;Cerise sucrée (guigne), conserve, dans du sirop extra épais;;
1157;Cherry, sweet, frozen, sweetened;Cerise sucrée (guigne), congélée, sucrée;;
1158;Crabapple, raw;Pommette, crue;;
1159;Cranberry, raw;Canneberge, crue;;
1160;Sauce, cranberry, canned, sweetened;Sauce, canneberges, conserve, sucrée;;
1161;Cranberry orange relish, canned;Canneberge et orange, relish, conserve;;
1162;Current, european black, raw;Cassis, noir européen, cru;;
1163;Current, zante, dried;Raisins de corinthe (zante), secs;;
1164;Custard-apple, raw;Anone reticulée, anone coeur de boeuf, crue;;
1165;Elderberry, raw;Sureau, baie, crue;;
1166;Fig, canned, water pack, solids and liquid;Figue, conserve, dans l'eau, solides et liquide;;
1167;Fig, canned, light syrup pack, solids and liquid;Figue, conserve, dans du sirop léger, solides et liquide;;
1168;Fig, canned, heavy syrup pack, solids and liquid;Figue, conserve, dans du sirop épais, solides et liquide;;
1169;Fig, canned, extra heavy syrup pack, solids and liquid;Figue, conserve, dans du sirop extra épais, solides et liquide;;
1170;Fig, dried, uncooked;Figue, séchée, non cuite;;
1171;Fig, dried, cooked;Figue, séchée, cuite;;
1172;Fruit cocktail (peach, pear, apricot, pineapple, cherry, grape), canned, water pack, solids and liquid;Fruits, cocktail (pêches, poires, abricots, ananas, cerises, raisins), conserve, dans l'eau, solides et liquide;;
1173;Fruit cocktail (peach, pear, apricot, pineapple, cherry, grape), canned, juice pack, solids and liquid;Fruits, cocktail (pêches, poires, abricots, ananas, cerises, raisins), conserve, dans du jus, solides et liquide;;
1174;Fruit cocktail (peach, pear, apricot, pineapple, cherry, grape), canned, extra light syrup pack, solids and liquid;Fruits, cocktail (pêches, poires, abricots, ananas, cerises, raisins), conserve, dans du sirop extra léger, solides et liquide;;
1175;Fruit cocktail (peach, pear, apricot, pineapple, cherry, grape), canned, light syrup pack, solids and liquid;Fruits, cocktail (pêches, poires, abricots, ananas, cerises, raisins), conserve, dans du sirop léger, solides et liquide;;
1176;Fruit cocktail (peach, pear, apricot, pineapple, cherry, grape), canned, heavy syrup pack, solids and liquid;Fruits, cocktail (pêches, poires, abricots, ananas, cerises, raisins), conserve, dans du sirop épais, solides et liquide;;
1177;Fruit cocktail (peach, pear, apricot, pineapple, cherry, grape), canned, extra heavy syrup, solids and liquid;Fruits, cocktail (pêches, poires, abricots, ananas, cerises, raisins), conserve, dans du sirop extra épais, solides et liquide;;
1178;Fruit salad (peach, pear, apricot, pineapple, cherry), canned, water pack, solids and liquid;Fruits, salade (pêches, poires, abricots, ananas, cerises), conserve, dans l'eau, solides et liquide;;
1179;Fruit salad (peach, pear, apricot, pineapple, cherry), canned, heavy syrup pack, solids and liquid;Fruits, salade (pêches, poires, abricots, ananas, cerises), conserve, dans du sirop épais, solides et liquide;;
1180;Fruit salad (peach, pear, apricot, pineapple, cherry), canned, extra heavy syrup pack, solids and liquid;Fruits, salade (pêches, poires, abricots, ananas, cerises), conserve, dans du sirop extra épais, solides et liquide;;
1181;Gooseberry raw;Groseille à maquereau, crue;;
1182;Gooseberry, canned, light syrup pack, solids and liquid;Groseille à maquereau, conserve, dans du sirop léger, solides et liquide;;
1183;Grapefruit, pink or red, all areas, raw;Pamplemousse, rose ou rouge, toutes régions, cru;;
1184;Grapefruit, pink or red, california or arizona, raw;Pamplemousse rose ou rouge, californie ou arizona, cru;;
1185;Grapefruit, pink or red, florida, raw;Pamplemousse, rose ou rouge, floride, cru;;
1186;Grapefruit, white, california, raw;Pamplemousse, blanc, californie, cru;;
1187;Grapefruit, white, florida, raw;Pamplemousse, blanc, floride, cru;;
1188;Grapefruit, canned, waterpack, solids and liquid;Pamplemousse, conserve, dans l'eau, solides et liquide;;
1189;Grapefruit, canned, juice pack, solids and liquid;Pamplemousse, conserve, conservé dans jus, solides et liquide;;
1190;Grapefruit, canned, light syrup pack, solids and liquid;Pamplemousse, conserve, dans du sirop léger, solides et liquide;;
1191;Grapefruit juice, canned, sweetened;Pamplemousse, jus, conserve, sucré;;
1192;Grapefruit juice, frozen concentrate, undiluted;Pamplemousse, jus, concentré, congelé, non dilué;;
1193;Grapefruit juice, white, raw;Pamplemousse, jus, blanc, frais;;
1194;Grape, North American type (slip skin), raw;Raisin, type Nord-Américain, peau non-adhérente, cru;;
1195;Grape, thompson seedless, canned, water pack, solids and liquid;Raisin, thompson, sans pépins, conserve, dans l'eau, solides et liquide;;
1196;Grape, thompson seedless, canned, heavy syrup pack, solids and liquid;Raisin, thompson sans pépins, conserve, sirop épais, solides et liquide;;
1197;Grape juice, canned or bottled, without added vitamin C;Raisin, jus, conserve ou bouteille, sans vitamine C ajoutée;;
1198;Groundcherry, raw;Cerise de terre, crue;;
1199;Guava, common, raw;Goyave, ordinaire, crue;;
1200;Guava, strawberry, raw;Goyave, fraise, crue;;
1201;Guava sauce, cooked;Goyave, sauce aux, cuite;;
1202;Jackfruit, raw;Jaquier, cru;;
1203;Java-plum, raw;Prune de java, crue;;
1204;Jujube, raw;Jujube, cru;;
1205;Jujube, dried;Jujube, sec;;
1206;Kiwi fruit, raw;Kiwi, cru;;
1207;Kumquat, raw;Kumquat, cru;;
1208;Lemon, raw, without peel;Citron, cru, sans pelure;;
1209;Lemon, raw, with peel;Citron, cru, avec pelure;;
1210;Lemon juice, raw;Citron, jus, frais;;
1211;Lemon juice, canned or bottled;Citron, jus, conserve ou bouteille;;
1212;Lemon juice, frozen;Citron, jus, congelé;;
1213;Lemon peel, raw;Citron, zeste, cru;;
1214;Lime, raw;Lime, crue;;
1215;Lime juice, raw;Lime, jus, frais;;
1216;Lime juice, canned or bottled;Lime, jus, conserve ou bouteille;;
1217;Lychee (litchi), raw;Litchi, cru;;
1218;Lychee, dried;Litchi, séché;;
1219;Loganberry, frozen;Mûre de logan, congelée;;
1220;Longan, raw;Longan, cru;;
1221;Longan, dried;Longan, séché;;
1222;Loquat, raw;Nèfle du japon, cru;;
1223;Mammy-apple, raw;Abricots de St-Dominique (des Antilles), crus;;
1224;Mango, raw;Mangue, crue;;
1225;Melon, casaba, raw;Melon, casaba, cru;;
1226;Melon, honeydew, raw;Melon, miel (honeydew), cru;;
1227;Melon balls, frozen (cantaloupe and honeydew);Melon, en boules, congelé (canteloup et melon miel);;
1228;Mixed fruit (peach, pear, grapes), canned, heavy syrup pack, solids and liquid;Fruits, mélangés (pêches, poires, raisins), conserve, dans du sirop épais, solides et liquide;;
1229;Mixed fruit, dried;Fruits, mélangés, séchés;;
1230;Mixed fruit, frozen, sweetened, added vitamin C;Fruits, mélangés, congelés, sucrés, vitamine C ajoutée;;
1231;Mulberry, raw;Mûres blanche, crue;;
1232;Nectarine, raw;Nectarine, crue;;
1233;Oheloberry, raw;Oheloberry, cru;;
1234;Olive, ripe, canned, small to extra large;Olive, mûre, conserve, petite à extra large;;
1235;Olive, ripe, canned, jumbo to super colossal;Olive, mûre, conserve, jumbo à super colossale;;
1236;Orange, california, valencia, raw;Orange, californie, valence, crue;;
1237;Orange, california, navel, raw;Orange, californie, navel, crue;;
1238;Orange, florida, raw;Orange, floride, crue;;
1239;Orange, with peel, raw;Orange, avec pelure, crue;;
1240;Orange juice, raw;Orange, jus, frais;;
1241;Orange, juice, chilled, includes from concentrate;Orange, jus, réfrigéré, incluant provenant de concentré;;
1242;Orange peel, raw;Orange, zeste, cru;;
1243;Orange grapefruit juice, canned;Orange et pamplemousse, jus, conserve;;
1244;Tangerine (mandarin), raw;Tangerine (mandarine), crue;;
1245;Tangerine (mandarin) juice, raw;Tangerine (mandarine), jus, frais;;
1246;Tangerine (mandarin) juice, canned, sugar added;Tangerine (mandarine), jus, conserve, sucre ajouté;;
1247;Tangerine (mandarin) juice, frozen concentrate, sugar added, undiluted;Tangerine (mandarine), jus, congelé, sucre ajouté, non dilué;;
1248;Tangerine (mandarin), juice, frozen concentrate, sugar added, diluted;Tangerine (mandarine), jus, congelé, sucre ajouté, dilué;;
1249;Papaya, raw;Papaye, crue;;
1250;Papaya nectar, canned;Papaye, nectar, conserve;;
1251;Passion fruit, purple, raw;Grenadille (fruit de la passion), crue;;
1252;Passion fruit juice, purple, raw;Grenadille (fruit de la passion). jus, frais;;
1253;Passion fruit juice, yellow, raw;Grenadille (passiflora laurifolia), jaune, jus, frais;;
1254;Peach, canned halves or slices, juice pack, solids and liquid;Pêche, moitié ou tranchée, conserve, dans du jus, solides et liquide;;
1255;Peach, canned halves or slices, extra light syrup pack, solids and liquid;Pêche, moitié ou tranchée, conserve, dans du sirop extra léger, solides et liquide;;
1256;Peach, canned halves or slices, heavy syrup pack, solids and liquid;Pêche, moitié ou tranchée, conserve, dans du sirop épais, solides et liquide;;
1257;Peach, canned halves or slices, extra heavy syrup pack, solids and liquid;Pêche, moitié ou tranchée, conserve, dans du sirop extra épais, solides et liquide;;
1258;Peach, spiced, canned whole, heavy syrup pack, solids and liquid;Pêche, épicée, entière, conserve, dans du sirop épais, solides et liquide;;
